ID,Ref No , Methods,Scale,Crop,Country,Site(location),Region,latitude,longitude,Current Average Temperature (dC)_area_weighted,Current Average Temperature_point_coordinate (dC),Current Annual Precipitation (mm) _area_weighted ,Current Annual Precipitation  (mm) _point_coordinate,Future_Mid-point,Baseline_Mid-point,Time slice,Climate scenario,Scenario source,Local delta T ,Local delta T from 2005,Annual Precipitation change each study  (mm) , Annual Precipitation change  from 2005 (mm)_cal,Global delta T from pre-industrial period_cal,Global delta T from 2005_cal,GCM/RCM,Crop Model ,Baseline yield (t/ha),Projected yield (t/ha),Data Location,Climate impacts (%),Climate impacts relative to 2005,Climate impacts per dC (%)_cal/measured,Climate impacts per decade (%),CO2,CO2 ppm_derived from other sources if NA,Fertiliser,Irrigation,Cultivar,Soil organic matter management,Planting time,Tillage,Others,Adaptation,Adaptation type,Reference,doi,Publication year,"Note1 
(* = corrected by HW) ","Note2 
(* = Local temperature is  estimated )","Note3 
(* = Local delta Pr is  estimated )","Note4 
(* = Global temperature is  estimated )",Seasonal Precipitation change (mm) each study (local baseperiod),Base precipitation (annual) (mm) (local base period),Annual Preciptation change (%) (relative to local base),Base precipitation (seasonal) (mm) (local base period),Projected precipitation (mm) ,Estimated  precipitation change from 2005 (mm) ,Estimated  precipitation (mm)
,76,WoS,Regional,Chickpea,Ethiopia,Chefa,Africa,10.72,39.8167,,,,,2050,1994,MC,RCP8.5,CIMP5,,,,,,,Ensemble,CROPGRO,2.88,4.26,Table 2,25.14688602,,,,Yes,571,No,No,Yes,No,Yes,No,No,No,Combined (LD +20 days planting),"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
,77,WoS,Regional,Chickpea,Ethiopia,Sirinka,Africa,11.75,39.6,,,,,2030,1994,EC,RCP4.5,CIMP5,,,,,,,Ensemble,CROPGRO,1.98,2.34,Figure 5,18.18940947,,,,Yes,423,No,No,No,No,No,No,No,No,No,"Mohammed et al, 2017",10.1016/j.agwat.2017.08.022,2017,,,,,,,,,,,
,77,WoS,Regional,Chickpea,Ethiopia,Sirinka,Africa,11.75,39.6,,,,,2030,1994,EC,RCP4.5,CIMP5,,,,,,,Ensemble,CROPGRO,2.91,3.45,Figure 5,50.37953252,,,,Yes,423,No,Yes,No,No,No,No,No,No,Irrigation,"Mohammed et al, 2017",10.1016/j.agwat.2017.08.022,2017,,,,,,,,,,,
,77,WoS,Regional,Chickpea,Ethiopia,Sirinka,Africa,11.75,39.6,,,,,2030,1994,EC,RCP8.5,CIMP5,,,,,,,Ensemble,CROPGRO,1.98,2.49,Figure 5,25.70961264,,,,Yes,499,No,No,No,No,No,No,No,No,No,"Mohammed et al, 2017",10.1016/j.agwat.2017.08.022,2017,,,,,,,,,,,
,77,WoS,Regional,Chickpea,Ethiopia,Sirinka,Africa,11.75,39.6,,,,,2030,1994,EC,RCP8.5,CIMP5,,,,,,,Ensemble,CROPGRO,2.91,3.68,Figure 5,58.30879932,,,,Yes,499,No,Yes,No,No,No,No,No,No,Irrigation,"Mohammed et al, 2017",10.1016/j.agwat.2017.08.022,2017,,,,,,,,,,,
,77,WoS,Regional,Chickpea,Ethiopia,Sirinka,Africa,11.75,39.6,,,,,2050,1994,MC,RCP4.5,CIMP5,,,,,,,Ensemble,CROPGRO,1.98,2.62,Figure 5,32.42237911,,,,Yes,432,No,No,No,No,No,No,No,No,No,"Mohammed et al, 2017",10.1016/j.agwat.2017.08.022,2017,,,,,,,,,,,
,77,WoS,Regional,Chickpea,Ethiopia,Sirinka,Africa,11.75,39.6,,,,,2050,1994,MC,RCP4.5,CIMP5,,,,,,,Ensemble,CROPGRO,2.91,3.88,Figure 5,65.11357758,,,,Yes,432,No,Yes,No,No,No,No,No,No,Irrigation,"Mohammed et al, 2017",10.1016/j.agwat.2017.08.022,2017,,,,,,,,,,,
,77,WoS,Regional,Chickpea,Ethiopia,Sirinka,Africa,11.75,39.6,,,,,2050,1994,MC,RCP8.5,CIMP5,,,,,,,Ensemble,CROPGRO,1.98,2.94,Figure 5,48.17291567,,,,Yes,571,No,No,No,No,No,No,No,No,No,"Mohammed et al, 2017",10.1016/j.agwat.2017.08.022,2017,,,,,,,,,,,
,77,WoS,Regional,Chickpea,Ethiopia,Sirinka,Africa,11.75,39.6,,,,,2050,1994,MC,RCP8.5,CIMP5,,,,,,,Ensemble,CROPGRO,2.91,4.22,Figure 5,76.94916051,,,,Yes,571,No,Yes,No,No,No,No,No,No,Irrigation,"Mohammed et al, 2017",10.1016/j.agwat.2017.08.022,2017,,,,,,,,,,,
,78,WoS,Regional (Site-based),Cowpea,Burkina Faso,Ouagadougou,Africa,12.3657,-1.5339,,,,,2055,1995,MC,SSP126,CIMP6,,,,,,,Ensemble,LINTUL5,3.89,3.94,Figure 5,1.289984319,,,,Yes,450,Yes,Yes,Yes,Yes,Yes,No,No,No,Combined,"Adusei et al, 2023",10.4081/ija.2022.2118,2023,,,,,,,,,,,
,78,WoS,Regional (Site-based),Cowpea,Burkina Faso,Ouagadougou,Africa,12.3657,-1.5339,,,,,2055,1995,MC,SSP370,CIMP6,,,,,,,Ensemble,LINTUL6,3.89,4.12,Figure 5,5.777275496,,,,Yes,550,Yes,Yes,Yes,Yes,Yes,No,No,No,Combined,"Adusei et al, 2023",10.4081/ija.2022.2118,2023,,,,,,,,,,,
,78,WoS,Regional (Site-based),Cowpea,Burkina Faso,Ouagadougou,Africa,12.3657,-1.5339,,,,,2055,1995,MC,SSP585,CIMP6,,,,,,,Ensemble,LINTUL7,3.89,4.28,Figure 5,9.924886787,,,,Yes,600,Yes,Yes,Yes,Yes,Yes,No,No,No,Combined,"Adusei et al, 2023",10.4081/ija.2022.2118,2023,,,,,,,,,,,
,78,WoS,Regional (Site-based),Cowpea,Ghana,Kumasi,Africa,6.700071,-1.630783,,,,,2055,1995,MC,SSP126,CIMP6,,,,,,,Ensemble,LINTUL8,2.77,2.79,Figure 5,0.653607983,,,,Yes,450,Yes,Yes,Yes,Yes,Yes,No,No,No,Combined,"Adusei et al, 2023",10.4081/ija.2022.2118,2023,,,,,,,,,,,
,78,WoS,Regional (Site-based),Cowpea,Ghana,Kumasi,Africa,6.700071,-1.630783,,,,,2055,1995,MC,SSP370,CIMP6,,,,,,,Ensemble,LINTUL9,2.77,3.09,Figure 5,11.42151875,,,,Yes,550,Yes,Yes,Yes,Yes,Yes,No,No,No,Combined,"Adusei et al, 2023",10.4081/ija.2022.2118,2023,,,,,,,,,,,
,78,WoS,Regional (Site-based),Cowpea,Ghana,Kumasi,Africa,6.700071,-1.630783,,,,,2055,1995,MC,SSP585,CIMP6,,,,,,,Ensemble,LINTUL10,2.77,3.09,Figure 5,11.59761107,,,,Yes,600,Yes,Yes,Yes,Yes,Yes,No,No,No,Combined,"Adusei et al, 2023",10.4081/ija.2022.2118,2023,,,,,,,,,,,
,80,WoS,Regional,Pearl Millet,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2030,2015,NF,RCP4.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.57,0.59,Figure 5,3.657703416,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Early Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Pearl Millet,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2040,2015,MC,RCP4.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.57,0.59,Figure 5,3.186532037,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Early Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Pearl Millet,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2050,2015,MC,RCP4.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.57,0.59,Figure 5,3.657703416,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Early Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Pearl Millet,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2060,2015,MC,RCP4.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.57,0.59,Figure 5,3.186532037,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Early Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Pearl Millet,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2070,2015,EC,RCP4.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.57,0.58,Figure 5,2.715360658,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Early Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Pearl Millet,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2080,2015,EC,RCP4.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.57,0.6,Figure 5,5.071217554,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Early Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Pearl Millet,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2030,2015,NF,RCP8.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.57,0.59,Figure 5,3.657703416,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Early Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Pearl Millet,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2040,2015,MC,RCP8.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.57,0.6,Figure 5,4.600046175,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Early Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Pearl Millet,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2050,2015,MC,RCP8.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.57,0.6,Figure 5,5.071217554,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Early Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Pearl Millet,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2060,2015,MC,RCP8.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.57,0.6,Figure 5,5.542388933,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Early Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Pearl Millet,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2070,2015,EC,RCP8.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.57,0.6,Figure 5,5.542388933,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Early Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Pearl Millet,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2080,2015,EC,RCP8.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.57,0.6,Figure 5,5.542388933,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Early Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Pearl Millet,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2030,2015,NF,RCP4.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.57,0.41,Figure 5,-28.24607137,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Late Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Pearl Millet,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2040,2015,MC,RCP4.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.57,0.59,Figure 5,3.636255212,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Late Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Pearl Millet,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2050,2015,MC,RCP4.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.57,0.59,Figure 5,3.565374441,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Late Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Pearl Millet,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2060,2015,MC,RCP4.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.57,0.59,Figure 5,3.493714761,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Late Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Pearl Millet,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2070,2015,EC,RCP4.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.57,0.21,Figure 5,-62.48382049,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Late Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Pearl Millet,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2080,2015,EC,RCP4.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.57,0.5,Figure 5,-11.6233622,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Late Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Pearl Millet,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2030,2015,NF,RCP8.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.57,0.59,Figure 5,3.207854948,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Late Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Pearl Millet,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2040,2015,MC,RCP8.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.57,0.57,Figure 5,-0.35799307,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Late Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Pearl Millet,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2050,2015,MC,RCP8.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.57,0.58,Figure 5,2.563696732,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Late Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Pearl Millet,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2060,2015,MC,RCP8.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.57,0.36,Figure 5,-35.95260267,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Late Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Pearl Millet,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2070,2015,EC,RCP8.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.57,0.33,Figure 5,-42.01329804,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Late Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Pearl Millet,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2080,2015,EC,RCP8.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.57,0.3,Figure 5,-48.07555124,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Late Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Pearl Millet,Niger,Mare de Tabalak,Africa,15.0667,5.65,,,,,2030,2015,NF,RCP4.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.56,0.58,Figure 6,2.868091274,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Early Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Pearl Millet,Niger,Mare de Tabalak,Africa,15.0667,5.65,,,,,2040,2015,MC,RCP4.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.56,0.58,Figure 6,3.83492499,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Early Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Pearl Millet,Niger,Mare de Tabalak,Africa,15.0667,5.65,,,,,2050,2015,MC,RCP4.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.56,0.58,Figure 6,3.759522013,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Early Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Pearl Millet,Niger,Mare de Tabalak,Africa,15.0667,5.65,,,,,2060,2015,MC,RCP4.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.56,0.58,Figure 6,2.645233589,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Early Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Pearl Millet,Niger,Mare de Tabalak,Africa,15.0667,5.65,,,,,2070,2015,EC,RCP4.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.56,0.58,Figure 6,3.611229494,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Early Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Pearl Millet,Niger,Mare de Tabalak,Africa,15.0667,5.65,,,,,2080,2015,EC,RCP4.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.56,0.58,Figure 6,2.496103258,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Early Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Pearl Millet,Niger,Mare de Tabalak,Africa,15.0667,5.65,,,,,2030,2015,NF,RCP8.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.56,0.58,Figure 6,3.387533998,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Early Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Pearl Millet,Niger,Mare de Tabalak,Africa,15.0667,5.65,,,,,2040,2015,MC,RCP8.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.56,0.57,Figure 6,1.752127227,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Early Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Pearl Millet,Niger,Mare de Tabalak,Africa,15.0667,5.65,,,,,2050,2015,MC,RCP8.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.56,0.57,Figure 6,0.637000991,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Early Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Pearl Millet,Niger,Mare de Tabalak,Africa,15.0667,5.65,,,,,2060,2015,MC,RCP8.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.56,0.56,Figure 6,-0.996730158,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Early Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Pearl Millet,Niger,Mare de Tabalak,Africa,15.0667,5.65,,,,,2070,2015,EC,RCP8.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.56,0.56,Figure 6,-1.070457513,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Early Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Pearl Millet,Niger,Mare de Tabalak,Africa,15.0667,5.65,,,,,2080,2015,EC,RCP8.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.56,0.56,Figure 6,-1.1466983,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Early Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Pearl Millet,Niger,Mare de Tabalak,Africa,15.0667,5.65,,,,,2030,2015,NF,RCP4.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.56,0.58,Figure 6,3.746892163,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Late Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Pearl Millet,Niger,Mare de Tabalak,Africa,15.0667,5.65,,,,,2040,2015,MC,RCP4.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.56,0.55,Figure 6,-2.296745713,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Late Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Pearl Millet,Niger,Mare de Tabalak,Africa,15.0667,5.65,,,,,2050,2015,MC,RCP4.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.56,0.46,Figure 6,-17.77605935,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Late Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Pearl Millet,Niger,Mare de Tabalak,Africa,15.0667,5.65,,,,,2060,2015,MC,RCP4.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.56,0.26,Figure 6,-53.13648395,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Late Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Pearl Millet,Niger,Mare de Tabalak,Africa,15.0667,5.65,,,,,2070,2015,EC,RCP4.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.56,0.08,Figure 6,-86.51036784,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Late Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Pearl Millet,Niger,Mare de Tabalak,Africa,15.0667,5.65,,,,,2080,2015,EC,RCP4.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.56,0.2,Figure 6,-64.21242989,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Late Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Pearl Millet,Niger,Mare de Tabalak,Africa,15.0667,5.65,,,,,2030,2015,NF,RCP8.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.56,0.5,Figure 6,-11.67353193,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Late Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Pearl Millet,Niger,Mare de Tabalak,Africa,15.0667,5.65,,,,,2040,2015,MC,RCP8.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.56,0.42,Figure 6,-26.15643444,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Late Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Pearl Millet,Niger,Mare de Tabalak,Africa,15.0667,5.65,,,,,2050,2015,MC,RCP8.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.56,0.57,Figure 6,1.112566442,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Late Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Pearl Millet,Niger,Mare de Tabalak,Africa,15.0667,5.65,,,,,2060,2015,MC,RCP8.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.56,0.09,Figure 6,-84.45237448,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Late Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Pearl Millet,Niger,Mare de Tabalak,Africa,15.0667,5.65,,,,,2070,2015,EC,RCP8.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.56,0.04,Figure 6,-93.46718629,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Late Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Pearl Millet,Niger,Mare de Tabalak,Africa,15.0667,5.65,,,,,2080,2015,EC,RCP8.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.56,0.01,Figure 6,-97.51486113,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Late Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Sorghum,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2030,2015,NF,RCP4.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.64,0.61,Figure 7,-4.141104294,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Early Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Sorghum,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2040,2015,MC,RCP4.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.64,0.75,Figure 7,16.94785276,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Early Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Sorghum,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2050,2015,MC,RCP4.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.64,0.67,Figure 7,4.00690184,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Early Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Sorghum,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2060,2015,MC,RCP4.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.64,0.68,Figure 7,5.924079755,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Early Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Sorghum,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2070,2015,EC,RCP4.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.64,0.65,Figure 7,1.610429448,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Early Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
