ID,Ref No , Methods,Scale,Crop,Country,Site(location),Region,latitude,longitude,Current Average Temperature (dC)_area_weighted,Current Average Temperature_point_coordinate (dC),Current Annual Precipitation (mm) _area_weighted ,Current Annual Precipitation  (mm) _point_coordinate,Future_Mid-point,Baseline_Mid-point,Time slice,Climate scenario,Scenario source,Local delta T ,Local delta T from 2005,Annual Precipitation change each study  (mm) , Annual Precipitation change  from 2005 (mm)_cal,Global delta T from pre-industrial period_cal,Global delta T from 2005_cal,GCM/RCM,Crop Model ,Baseline yield (t/ha),Projected yield (t/ha),Data Location,Climate impacts (%),Climate impacts relative to 2005,Climate impacts per dC (%)_cal/measured,Climate impacts per decade (%),CO2,CO2 ppm_derived from other sources if NA,Fertiliser,Irrigation,Cultivar,Soil organic matter management,Planting time,Tillage,Others,Adaptation,Adaptation type,Reference,doi,Publication year,"Note1 
(* = corrected by HW) ","Note2 
(* = Local temperature is  estimated )","Note3 
(* = Local delta Pr is  estimated )","Note4 
(* = Global temperature is  estimated )",Seasonal Precipitation change (mm) each study (local baseperiod),Base precipitation (annual) (mm) (local base period),Annual Preciptation change (%) (relative to local base),Base precipitation (seasonal) (mm) (local base period),Projected precipitation (mm) ,Estimated  precipitation change from 2005 (mm) ,Estimated  precipitation (mm)
,76,WoS,Regional,Chickpea,Ethiopia,Sirinka,Africa,11.75,39.6,,,,,2050,1994,MC,RCP8.5,CIMP5,,,,,,,Ensemble,CROPGRO,1.97,2.45,Table 1,24.78327384,,,,Yes,571,No,No,Yes,No,Yes,No,No,No,Combined (+20 days planting),"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
,76,WoS,Regional,Chickpea,Ethiopia,Sirinka,Africa,11.75,39.6,,,,,2050,1994,MC,RCP8.5,CIMP5,,,,,,,Ensemble,CROPGRO,2.18,3.22,Table 1,64.35492096,,,,Yes,571,No,No,Yes,No,Yes,No,No,No,Cultivar (SD),"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
,76,WoS,Regional,Chickpea,Ethiopia,Sirinka,Africa,11.75,39.6,,,,,2050,1994,MC,RCP8.5,CIMP5,,,,,,,Ensemble,CROPGRO,1.92,4.53,Table 1,131.0555839,,,,Yes,571,No,No,Yes,No,Yes,No,No,No,Combined (SD -20 days planting),"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
,76,WoS,Regional,Chickpea,Ethiopia,Sirinka,Africa,11.75,39.6,,,,,2050,1994,MC,RCP8.5,CIMP5,,,,,,,Ensemble,CROPGRO,2.38,3.73,Table 1,90.05609383,,,,Yes,571,No,No,Yes,No,Yes,No,No,No,Combined (SD -10 days planting),"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
,76,WoS,Regional,Chickpea,Ethiopia,Sirinka,Africa,11.75,39.6,,,,,2050,1994,MC,RCP8.5,CIMP5,,,,,,,Ensemble,CROPGRO,1.93,2.71,Table 1,38.19479857,,,,Yes,571,No,No,Yes,No,Yes,No,No,No,Combined (SD +10 days planting),"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
,76,WoS,Regional,Chickpea,Ethiopia,Sirinka,Africa,11.75,39.6,,,,,2050,1994,MC,RCP8.5,CIMP5,,,,,,,Ensemble,CROPGRO,1.91,2.5,Table 1,27.38398776,,,,Yes,571,No,No,Yes,No,Yes,No,No,No,Combined (SD +20 days planting),"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
,76,WoS,Regional,Chickpea,Ethiopia,Sirinka,Africa,11.75,39.6,,,,,2050,1994,MC,RCP8.5,CIMP5,,,,,,,Ensemble,CROPGRO,1.85,2.63,Table 1,34.16624171,,,,Yes,571,No,No,Yes,No,Yes,No,No,No,Cultivar (LD),"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
,76,WoS,Regional,Chickpea,Ethiopia,Sirinka,Africa,11.75,39.6,,,,,2050,1994,MC,RCP8.5,CIMP5,,,,,,,Ensemble,CROPGRO,2.57,4.11,Table 1,109.6889342,,,,Yes,571,No,No,Yes,No,Yes,No,No,No,Combined (LD -20 days planting),"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
,76,WoS,Regional,Chickpea,Ethiopia,Sirinka,Africa,11.75,39.6,,,,,2050,1994,MC,RCP8.5,CIMP5,,,,,,,Ensemble,CROPGRO,2.07,3.25,Table 1,65.47679755,,,,Yes,571,No,No,Yes,No,Yes,No,No,No,Combined (LD -10 days planting),"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
,76,WoS,Regional,Chickpea,Ethiopia,Sirinka,Africa,11.75,39.6,,,,,2050,1994,MC,RCP8.5,CIMP5,,,,,,,Ensemble,CROPGRO,1.76,2.4,Table 1,22.48852626,,,,Yes,571,No,No,Yes,No,Yes,No,No,No,Combined (LD +10 days planting),"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
,76,WoS,Regional,Chickpea,Ethiopia,Sirinka,Africa,11.75,39.6,,,,,2050,1994,MC,RCP8.5,CIMP5,,,,,,,Ensemble,CROPGRO,1.82,2.34,Table 1,19.27587965,,,,Yes,571,No,No,Yes,No,Yes,No,No,No,Combined (LD +20 days planting),"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
,76,WoS,Regional,Chickpea,Ethiopia,Chefa,Africa,10.72,39.8167,,,,,2030,1994,EC,RCP4.5,CIMP5,,,,,,,Ensemble,CROPGRO,3.4,3.81,Table 2,11.92714454,,,,Yes,423,No,No,Yes,No,No,No,No,No,Cultivar,"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
,76,WoS,Regional,Chickpea,Ethiopia,Chefa,Africa,10.72,39.8167,,,,,2030,1994,EC,RCP4.5,CIMP5,,,,,,,Ensemble,CROPGRO,4.51,5.28,Table 2,55.22914219,,,,Yes,423,No,No,Yes,No,Yes,No,No,No,Combined (-20 days planting),"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
,76,WoS,Regional,Chickpea,Ethiopia,Chefa,Africa,10.72,39.8167,,,,,2030,1994,EC,RCP4.5,CIMP5,,,,,,,Ensemble,CROPGRO,4.25,5.05,Table 2,48.32549941,,,,Yes,423,No,No,Yes,No,Yes,No,No,No,Combined (-10 days planting),"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
,76,WoS,Regional,Chickpea,Ethiopia,Chefa,Africa,10.72,39.8167,,,,,2030,1994,EC,RCP4.5,CIMP5,,,,,,,Ensemble,CROPGRO,3.31,3.71,Table 2,9.077555817,,,,Yes,423,No,No,Yes,No,Yes,No,No,No,Combined (+10 days planting),"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
,76,WoS,Regional,Chickpea,Ethiopia,Chefa,Africa,10.72,39.8167,,,,,2030,1994,EC,RCP4.5,CIMP5,,,,,,,Ensemble,CROPGRO,2.89,3.68,Table 2,8.225616921,,,,Yes,423,No,No,Yes,No,Yes,No,No,No,Combined (+20 days planting),"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
,76,WoS,Regional,Chickpea,Ethiopia,Chefa,Africa,10.72,39.8167,,,,,2030,1994,EC,RCP4.5,CIMP5,,,,,,,Ensemble,CROPGRO,3.08,3.67,Table 2,7.667450059,,,,Yes,423,No,No,Yes,No,Yes,No,No,No,Cultivar (SD),"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
,76,WoS,Regional,Chickpea,Ethiopia,Chefa,Africa,10.72,39.8167,,,,,2030,1994,EC,RCP4.5,CIMP5,,,,,,,Ensemble,CROPGRO,4.31,4.91,Table 2,44.18331375,,,,Yes,423,No,No,Yes,No,Yes,No,No,No,Combined (SD -20 days planting),"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
,76,WoS,Regional,Chickpea,Ethiopia,Chefa,Africa,10.72,39.8167,,,,,2030,1994,EC,RCP4.5,CIMP5,,,,,,,Ensemble,CROPGRO,3.84,4.41,Table 2,29.61222092,,,,Yes,423,No,No,Yes,No,Yes,No,No,No,Combined (SD -10 days planting),"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
,76,WoS,Regional,Chickpea,Ethiopia,Chefa,Africa,10.72,39.8167,,,,,2030,1994,EC,RCP4.5,CIMP5,,,,,,,Ensemble,CROPGRO,2.95,3.4,Table 2,-0.058754407,,,,Yes,423,No,No,Yes,No,Yes,No,No,No,Combined (SD +10 days planting),"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
,76,WoS,Regional,Chickpea,Ethiopia,Chefa,Africa,10.72,39.8167,,,,,2030,1994,EC,RCP4.5,CIMP5,,,,,,,Ensemble,CROPGRO,2.67,3.26,Table 2,-4.171562867,,,,Yes,423,No,No,Yes,No,Yes,No,No,No,Combined (SD +20 days planting),"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
,76,WoS,Regional,Chickpea,Ethiopia,Chefa,Africa,10.72,39.8167,,,,,2030,1994,EC,RCP4.5,CIMP5,,,,,,,Ensemble,CROPGRO,3.41,3.85,Table 2,13.04347826,,,,Yes,423,No,No,Yes,No,Yes,No,No,No,Cultivar (LD),"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
,76,WoS,Regional,Chickpea,Ethiopia,Chefa,Africa,10.72,39.8167,,,,,2030,1994,EC,RCP4.5,CIMP5,,,,,,,Ensemble,CROPGRO,4.67,4.99,Table 2,46.56286722,,,,Yes,423,No,No,Yes,No,Yes,No,No,No,Combined (LD -20 days planting),"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
,76,WoS,Regional,Chickpea,Ethiopia,Chefa,Africa,10.72,39.8167,,,,,2030,1994,EC,RCP4.5,CIMP5,,,,,,,Ensemble,CROPGRO,4.18,4.86,Table 2,42.71445358,,,,Yes,423,No,No,Yes,No,Yes,No,No,No,Combined (LD -10 days planting),"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
,76,WoS,Regional,Chickpea,Ethiopia,Chefa,Africa,10.72,39.8167,,,,,2030,1994,EC,RCP4.5,CIMP5,,,,,,,Ensemble,CROPGRO,3.23,3.91,Table 2,14.92361927,,,,Yes,423,No,No,Yes,No,Yes,No,No,No,Combined (LD +10 days planting),"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
,76,WoS,Regional,Chickpea,Ethiopia,Chefa,Africa,10.72,39.8167,,,,,2030,1994,EC,RCP8.5,CIMP5,,,,,,,Ensemble,CROPGRO,2.8,3.58,Table 2,5.170387779,,,,Yes,499,No,No,Yes,No,Yes,No,No,No,Combined (LD +20 days planting),"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
,76,WoS,Regional,Chickpea,Ethiopia,Chefa,Africa,10.72,39.8167,,,,,2030,1994,EC,RCP8.5,CIMP5,,,,,,,Ensemble,CROPGRO,3.4,3.89,Table 2,14.15981199,,,,Yes,499,No,No,Yes,No,No,No,No,No,Cultivar,"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
,76,WoS,Regional,Chickpea,Ethiopia,Chefa,Africa,10.72,39.8167,,,,,2030,1994,EC,RCP8.5,CIMP5,,,,,,,Ensemble,CROPGRO,4.51,5.43,Table 2,59.40070505,,,,Yes,499,No,No,Yes,No,Yes,No,No,No,Combined (-20 days planting),"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
,76,WoS,Regional,Chickpea,Ethiopia,Chefa,Africa,10.72,39.8167,,,,,2030,1994,EC,RCP8.5,CIMP5,,,,,,,Ensemble,CROPGRO,4.25,4.82,Table 2,41.59811986,,,,Yes,499,No,No,Yes,No,Yes,No,No,No,Combined (-10 days planting),"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
,76,WoS,Regional,Chickpea,Ethiopia,Chefa,Africa,10.72,39.8167,,,,,2030,1994,EC,RCP8.5,CIMP5,,,,,,,Ensemble,CROPGRO,3.31,3.82,Table 2,12.13278496,,,,Yes,499,No,No,Yes,No,Yes,No,No,No,Combined (+10 days planting),"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
,76,WoS,Regional,Chickpea,Ethiopia,Chefa,Africa,10.72,39.8167,,,,,2030,1994,EC,RCP8.5,CIMP5,,,,,,,Ensemble,CROPGRO,2.89,3.71,Table 2,8.901292597,,,,Yes,499,No,No,Yes,No,Yes,No,No,No,Combined (+20 days planting),"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
,76,WoS,Regional,Chickpea,Ethiopia,Chefa,Africa,10.72,39.8167,,,,,2030,1994,EC,RCP8.5,CIMP5,,,,,,,Ensemble,CROPGRO,3.08,3.73,Table 2,9.606345476,,,,Yes,499,No,No,Yes,No,Yes,No,No,No,Cultivar (SD),"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
,76,WoS,Regional,Chickpea,Ethiopia,Chefa,Africa,10.72,39.8167,,,,,2030,1994,EC,RCP8.5,CIMP5,,,,,,,Ensemble,CROPGRO,4.31,4.84,Table 2,42.24441833,,,,Yes,499,No,No,Yes,No,Yes,No,No,No,Combined (SD -20 days planting),"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
,76,WoS,Regional,Chickpea,Ethiopia,Chefa,Africa,10.72,39.8167,,,,,2030,1994,EC,RCP8.5,CIMP5,,,,,,,Ensemble,CROPGRO,3.84,4.59,Table 2,34.7826087,,,,Yes,499,No,No,Yes,No,Yes,No,No,No,Combined (SD -10 days planting),"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
,76,WoS,Regional,Chickpea,Ethiopia,Chefa,Africa,10.72,39.8167,,,,,2030,1994,EC,RCP8.5,CIMP5,,,,,,,Ensemble,CROPGRO,2.95,3.49,Table 2,2.58519389,,,,Yes,499,No,No,Yes,No,Yes,No,No,No,Combined (SD +10 days planting),"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
,76,WoS,Regional,Chickpea,Ethiopia,Chefa,Africa,10.72,39.8167,,,,,2030,1994,EC,RCP8.5,CIMP5,,,,,,,Ensemble,CROPGRO,2.67,3.36,Table 2,-1.439482961,,,,Yes,499,No,No,Yes,No,Yes,No,No,No,Combined (SD +20 days planting),"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
,76,WoS,Regional,Chickpea,Ethiopia,Chefa,Africa,10.72,39.8167,,,,,2030,1994,EC,RCP8.5,CIMP5,,,,,,,Ensemble,CROPGRO,3.41,3.93,Table 2,15.45240893,,,,Yes,499,No,No,Yes,No,Yes,No,No,No,Cultivar (LD),"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
,76,WoS,Regional,Chickpea,Ethiopia,Chefa,Africa,10.72,39.8167,,,,,2030,1994,EC,RCP8.5,CIMP5,,,,,,,Ensemble,CROPGRO,4.67,5.14,Table 2,51.02820212,,,,Yes,499,No,No,Yes,No,Yes,No,No,No,Combined (LD -20 days planting),"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
,76,WoS,Regional,Chickpea,Ethiopia,Chefa,Africa,10.72,39.8167,,,,,2030,1994,EC,RCP8.5,CIMP5,,,,,,,Ensemble,CROPGRO,4.18,4.74,Table 2,39.21856639,,,,Yes,499,No,No,Yes,No,Yes,No,No,No,Combined (LD -10 days planting),"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
,76,WoS,Regional,Chickpea,Ethiopia,Chefa,Africa,10.72,39.8167,,,,,2030,1994,EC,RCP8.5,CIMP5,,,,,,,Ensemble,CROPGRO,3.23,4,Table 2,17.53819036,,,,Yes,499,No,No,Yes,No,Yes,No,No,No,Combined (LD +10 days planting),"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
,76,WoS,Regional,Chickpea,Ethiopia,Chefa,Africa,10.72,39.8167,,,,,2030,1994,EC,RCP8.5,CIMP5,,,,,,,Ensemble,CROPGRO,2.88,3.72,Table 2,9.136310223,,,,Yes,499,No,No,Yes,No,Yes,No,No,No,Combined (LD +20 days planting),"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
,76,WoS,Regional,Chickpea,Ethiopia,Chefa,Africa,10.72,39.8167,,,,,2050,1994,MC,RCP4.5,CIMP5,,,,,,,Ensemble,CROPGRO,3.4,4.24,Table 2,24.52996475,,,,Yes,432,No,No,Yes,No,No,No,No,No,Cultivar,"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
,76,WoS,Regional,Chickpea,Ethiopia,Chefa,Africa,10.72,39.8167,,,,,2050,1994,MC,RCP4.5,CIMP5,,,,,,,Ensemble,CROPGRO,4.51,4.74,Table 2,39.306698,,,,Yes,432,No,No,Yes,No,Yes,No,No,No,Combined (-20 days planting),"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
,76,WoS,Regional,Chickpea,Ethiopia,Chefa,Africa,10.72,39.8167,,,,,2050,1994,MC,RCP4.5,CIMP5,,,,,,,Ensemble,CROPGRO,4.25,4.47,Table 2,31.31609871,,,,Yes,432,No,No,Yes,No,Yes,No,No,No,Combined (-10 days planting),"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
,76,WoS,Regional,Chickpea,Ethiopia,Chefa,Africa,10.72,39.8167,,,,,2050,1994,MC,RCP4.5,CIMP5,,,,,,,Ensemble,CROPGRO,3.31,4.14,Table 2,21.70975323,,,,Yes,432,No,No,Yes,No,Yes,No,No,No,Combined (+10 days planting),"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
,76,WoS,Regional,Chickpea,Ethiopia,Chefa,Africa,10.72,39.8167,,,,,2050,1994,MC,RCP4.5,CIMP5,,,,,,,Ensemble,CROPGRO,2.89,4.19,Table 2,23.09048179,,,,Yes,432,No,No,Yes,No,Yes,No,No,No,Combined (+20 days planting),"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
,76,WoS,Regional,Chickpea,Ethiopia,Chefa,Africa,10.72,39.8167,,,,,2050,1994,MC,RCP4.5,CIMP5,,,,,,,Ensemble,CROPGRO,3.08,4.11,Table 2,20.85781434,,,,Yes,432,No,No,Yes,No,Yes,No,No,No,Cultivar (SD),"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
,76,WoS,Regional,Chickpea,Ethiopia,Chefa,Africa,10.72,39.8167,,,,,2050,1994,MC,RCP4.5,CIMP5,,,,,,,Ensemble,CROPGRO,4.31,4.19,Table 2,22.94359577,,,,Yes,432,No,No,Yes,No,Yes,No,No,No,Combined (SD -20 days planting),"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
,76,WoS,Regional,Chickpea,Ethiopia,Chefa,Africa,10.72,39.8167,,,,,2050,1994,MC,RCP4.5,CIMP5,,,,,,,Ensemble,CROPGRO,3.84,4.14,Table 2,21.70975323,,,,Yes,432,No,No,Yes,No,Yes,No,No,No,Combined (SD -10 days planting),"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
,76,WoS,Regional,Chickpea,Ethiopia,Chefa,Africa,10.72,39.8167,,,,,2050,1994,MC,RCP4.5,CIMP5,,,,,,,Ensemble,CROPGRO,2.95,3.8,Table 2,11.72150411,,,,Yes,432,No,No,Yes,No,Yes,No,No,No,Combined (SD +10 days planting),"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
,76,WoS,Regional,Chickpea,Ethiopia,Chefa,Africa,10.72,39.8167,,,,,2050,1994,MC,RCP4.5,CIMP5,,,,,,,Ensemble,CROPGRO,2.67,3.67,Table 2,7.726204465,,,,Yes,432,No,No,Yes,No,Yes,No,No,No,Combined (SD +20 days planting),"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
,76,WoS,Regional,Chickpea,Ethiopia,Chefa,Africa,10.72,39.8167,,,,,2050,1994,MC,RCP4.5,CIMP5,,,,,,,Ensemble,CROPGRO,3.41,4.18,Table 2,22.70857814,,,,Yes,432,No,No,Yes,No,Yes,No,No,No,Cultivar (LD),"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
,76,WoS,Regional,Chickpea,Ethiopia,Chefa,Africa,10.72,39.8167,,,,,2050,1994,MC,RCP4.5,CIMP5,,,,,,,Ensemble,CROPGRO,4.67,4.33,Table 2,27.05640423,,,,Yes,432,No,No,Yes,No,Yes,No,No,No,Combined (LD -20 days planting),"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
,76,WoS,Regional,Chickpea,Ethiopia,Chefa,Africa,10.72,39.8167,,,,,2050,1994,MC,RCP4.5,CIMP5,,,,,,,Ensemble,CROPGRO,4.18,4.29,Table 2,26.11633373,,,,Yes,432,No,No,Yes,No,Yes,No,No,No,Combined (LD -10 days planting),"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
,76,WoS,Regional,Chickpea,Ethiopia,Chefa,Africa,10.72,39.8167,,,,,2050,1994,MC,RCP4.5,CIMP5,,,,,,,Ensemble,CROPGRO,3.23,4.29,Table 2,25.99882491,,,,Yes,432,No,No,Yes,No,Yes,No,No,No,Combined (LD +10 days planting),"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
,76,WoS,Regional,Chickpea,Ethiopia,Chefa,Africa,10.72,39.8167,,,,,2050,1994,MC,RCP4.5,CIMP5,,,,,,,Ensemble,CROPGRO,2.88,4.13,Table 2,21.23971798,,,,Yes,571,No,No,Yes,No,Yes,No,No,No,Combined (LD +20 days planting),"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
,76,WoS,Regional,Chickpea,Ethiopia,Chefa,Africa,10.72,39.8167,,,,,2050,1994,MC,RCP8.5,CIMP5,,,,,,,Ensemble,CROPGRO,3.4,4.47,Table 2,31.34547591,,,,Yes,571,No,No,Yes,No,No,No,No,No,Cultivar,"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
,76,WoS,Regional,Chickpea,Ethiopia,Chefa,Africa,10.72,39.8167,,,,,2050,1994,MC,RCP8.5,CIMP5,,,,,,,Ensemble,CROPGRO,4.51,4.97,Table 2,45.88719154,,,,Yes,571,No,No,Yes,No,Yes,No,No,No,Combined (-20 days planting),"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
,76,WoS,Regional,Chickpea,Ethiopia,Chefa,Africa,10.72,39.8167,,,,,2050,1994,MC,RCP8.5,CIMP5,,,,,,,Ensemble,CROPGRO,4.25,4.66,Table 2,36.89776733,,,,Yes,571,No,No,Yes,No,Yes,No,No,No,Combined (-10 days planting),"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
,76,WoS,Regional,Chickpea,Ethiopia,Chefa,Africa,10.72,39.8167,,,,,2050,1994,MC,RCP8.5,CIMP5,,,,,,,Ensemble,CROPGRO,3.31,4.35,Table 2,27.7027027,,,,Yes,571,No,No,Yes,No,Yes,No,No,No,Combined (+10 days planting),"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
,76,WoS,Regional,Chickpea,Ethiopia,Chefa,Africa,10.72,39.8167,,,,,2050,1994,MC,RCP8.5,CIMP5,,,,,,,Ensemble,CROPGRO,2.89,4.48,Table 2,31.49236193,,,,Yes,571,No,No,Yes,No,Yes,No,No,No,Combined (+20 days planting),"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
,76,WoS,Regional,Chickpea,Ethiopia,Chefa,Africa,10.72,39.8167,,,,,2050,1994,MC,RCP8.5,CIMP5,,,,,,,Ensemble,CROPGRO,3.08,4.22,Table 2,23.82491187,,,,Yes,571,No,No,Yes,No,Yes,No,No,No,Cultivar (SD),"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
,76,WoS,Regional,Chickpea,Ethiopia,Chefa,Africa,10.72,39.8167,,,,,2050,1994,MC,RCP8.5,CIMP5,,,,,,,Ensemble,CROPGRO,4.31,4.43,Table 2,30.19976498,,,,Yes,571,No,No,Yes,No,Yes,No,No,No,Combined (SD -20 days planting),"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
,76,WoS,Regional,Chickpea,Ethiopia,Chefa,Africa,10.72,39.8167,,,,,2050,1994,MC,RCP8.5,CIMP5,,,,,,,Ensemble,CROPGRO,3.84,4.39,Table 2,28.87779083,,,,Yes,571,No,No,Yes,No,Yes,No,No,No,Combined (SD -10 days planting),"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
,76,WoS,Regional,Chickpea,Ethiopia,Chefa,Africa,10.72,39.8167,,,,,2050,1994,MC,RCP8.5,CIMP5,,,,,,,Ensemble,CROPGRO,2.95,3.88,Table 2,13.89541716,,,,Yes,571,No,No,Yes,No,Yes,No,No,No,Combined (SD +10 days planting),"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
,76,WoS,Regional,Chickpea,Ethiopia,Chefa,Africa,10.72,39.8167,,,,,2050,1994,MC,RCP8.5,CIMP5,,,,,,,Ensemble,CROPGRO,2.67,3.88,Table 2,14.10105758,,,,Yes,571,No,No,Yes,No,Yes,No,No,No,Combined (SD +20 days planting),"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
,76,WoS,Regional,Chickpea,Ethiopia,Chefa,Africa,10.72,39.8167,,,,,2050,1994,MC,RCP8.5,CIMP5,,,,,,,Ensemble,CROPGRO,3.41,4.18,Table 2,22.79670975,,,,Yes,571,No,No,Yes,No,Yes,No,No,No,Cultivar (LD),"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
,76,WoS,Regional,Chickpea,Ethiopia,Chefa,Africa,10.72,39.8167,,,,,2050,1994,MC,RCP8.5,CIMP5,,,,,,,Ensemble,CROPGRO,4.67,4.73,Table 2,38.89541716,,,,Yes,571,No,No,Yes,No,Yes,No,No,No,Combined (LD -20 days planting),"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
,76,WoS,Regional,Chickpea,Ethiopia,Chefa,Africa,10.72,39.8167,,,,,2050,1994,MC,RCP8.5,CIMP5,,,,,,,Ensemble,CROPGRO,4.18,4.57,Table 2,34.19506463,,,,Yes,571,No,No,Yes,No,Yes,No,No,No,Combined (LD -10 days planting),"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
,76,WoS,Regional,Chickpea,Ethiopia,Chefa,Africa,10.72,39.8167,,,,,2050,1994,MC,RCP8.5,CIMP5,,,,,,,Ensemble,CROPGRO,3.23,4.29,Table 2,26.02820212,,,,Yes,571,No,No,Yes,No,Yes,No,No,No,Combined (LD +10 days planting),"Mohammed et al, 2017",10.1016/j.crm.2016.12.003,2017,,,,,,,,,,,
